workerid,proliferate.condition,internal_node_id,response,rt,stimulus,success,time_elapsed,trial_index,trial_type,error
50,Condition 1,0.0-5.0-0.6,0,6159,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat all of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,214338,24,html-button-response,
50,Condition 1,0.0-5.0-0.7,0,5328,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box small?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,219667,25,html-button-response,
50,Condition 1,0.0-5.0-0.8,0,9153,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you sometimes stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,228821,26,html-button-response,
50,Condition 1,0.0-5.0-0.9,0,5607,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you always stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,234429,27,html-button-response,
50,Condition 1,0.0-5.0-0.10,0,14472,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,249018,28,html-button-response,
50,Condition 1,0.0-5.0-0.11,0,5928,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat some of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,254946,29,html-button-response,
50,Condition 1,0.0-5.0-0.12,0,7768,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cool?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,262715,30,html-button-response,
50,Condition 1,0.0-5.0-0.13,0,4015,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan attractive?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,266731,31,html-button-response,
50,Condition 1,0.0-5.0-0.14,0,8041,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat all of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,274773,32,html-button-response,
50,Condition 1,0.0-5.0-0.15,0,5457,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box small?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,280230,33,html-button-response,
50,Condition 1,0.0-5.0-0.16,0,2975,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cool?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,283205,34,html-button-response,
50,Condition 1,0.0-5.0-0.17,0,3407,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box tiny?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,286613,35,html-button-response,
50,Condition 1,0.0-5.0-0.18,0,6232,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat some of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,292846,36,html-button-response,
50,Condition 1,0.0-5.0-0.19,1,1320,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,294167,37,html-button-response,
50,Condition 1,0.0-5.0-0.20,0,3888,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you always stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,298055,38,html-button-response,
50,Condition 1,0.0-5.0-0.21,0,4119,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you sometimes stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,302291,39,html-button-response,
50,Condition 1,0.0-5.0-0.22,0,2344,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",,304636,40,html-button-response,
50,Condition 1,0.0-5.0-0.23,0,1471,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",,306107,41,html-button-response,
50,Condition 1,0.0-5.0-0.24,0,4703,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,310811,42,html-button-response,
50,Condition 1,0.0-5.0-0.25,0,1640,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,312452,43,html-button-response,
50,Condition 1,0.0-6.0,,,,True,313466,44,fullscreen,
50,Condition 1,0.0-7.0,{'Comment': ''},2606,,,316094,45,survey-text,
50,Condition 1,0.0-8.0,,,"<p style=""font-size: 25px;"">Thank you for your participation.<br>This is the end of the experiment and you will now be redirected to Prolific.</p>",,320101,46,html-keyboard-response,
44,Condition 1,0.0-0.0,1,29740,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p>This study has been approved by the Xi'an Jiaotong-Liverpool University Research Ethics Review Panel</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Yiming Zhao (<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>)<br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University<br>111 Ren'ai Road<br>Suzhou Industrial Park<br>Suzhou<br>Jiangsu Province<br>P. R. China<br>215123</p><p>&nbsp;</p><p>You are being invited to participate in a research study. Before you decide whether to participate, it is important for you to understand why the research is being done and what it will involve. Please take time to read the following information carefully and feel free to ask us if you would like more information or if there is anything that you do not understand. Please also feel free to discuss this with your friends, relatives, and doctor [where relevant] if you wish. We would like to stress that you do not have to accept this invitation and should only agree to take part if you want to.</p><p>&nbsp;</p><p><strong>What is the purpose of the study?</strong></p><p>This study investigates how people understand certain linguistic expressions in English and Chinese, aiming to contribute to a better understanding of language and communication across cultures.</p><p>&nbsp;</p><p><strong>Why have I been chosen to take part?</strong></p><p>You have been invited to participate because the study focuses on understanding how native speakers of English and Chinese interpret linguistic expressions. We are seeking individuals who meet this criterion to ensure the study's findings are accurate and meaningful. Approximately 100 participants will take part in this research.</p><p>&nbsp;</p><p><strong>Do I have to take part?</strong></p><p>Participation is voluntary and participants are free to withdraw at any time without explanation and without incurring a disadvantage.</p><p>&nbsp;</p><p><strong>What will happen if I take part?</strong></p><p>If you decide to take part in this study, you will complete a series of online tasks. These tasks involve reading sentences or phrases and answering simple questions about their meaning.</p><p>&nbsp;</p><p>The study will take approximately 10 minutes to complete.Your main responsibility as a participant is to follow the instructions provided on the screen and answer the questions as accurately as possible.</p><p>&nbsp;</p><p><strong>How will my data be used?</strong></p><p>The University processes personal data as part of its research and teaching activities in accordance with the lawful basis of public task, and in accordance with the University's purpose of advancing education, learning and research for the public benefit. </p><p>&nbsp;</p><p>Under the 'Data Security Law of the People's Republic of China' and the 'Personal Information Protection Law of the People's Republic of China', the University acts as the Data Controller for personal data collected as part of the University's research. [Yiming Zhao] acts as the Data Processor for this study, and any queries relating to the handling of your personal data can be sent to [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>]. </p><p>&nbsp;</p><p><strong>Expenses and / or payments</strong></p><p>Participants do not need to pay any expenses to take part in this study. You will receive a small payment as a token of appreciation for your time and effort upon completing the study.</p><p>&nbsp;</p><p><strong>Are there any risks in taking part?</strong></p><p>There are no significant risks or disadvantages associated with participating in this study. If you should experience any discomfort or disadvantage as part of the research, please make it known to the researcher(s) immediately.</p><p>&nbsp;</p><p><strong>Are there any benefits in taking part?</strong></p><p>There are no direct benefits to you for participating in this study. However, your participation will contribute to a better understanding of language and communication, which may benefit future research in this area.</p><p>&nbsp;</p><p><strong>What will happen to the results of the study?</strong></p><p>The results of this study will be analyzed to address the research questions. Participants will not be identifiable from the results, as all data will be anonymized.</p><p>If you would like to receive a summary of the findings, please let the researcher know, and this can be provided to you after the study is completed.</p><p>&nbsp;</p><p><strong>What will happen if I want to stop taking part?</strong></p><p>You can withdraw at any time, without explanation. However, as the data is anonymous at the point of collection, it will not be possible to remove your data after it has been collected.</p><p>&nbsp;</p><p><strong>What if I am unhappy or if there is a problem?</strong></p><p>If you are unhappy, or if there is a problem, please feel free to let us know by contacting [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>] and we will try to help. If you remain unhappy or have a complaint which you feel you cannot come to us with then you should contact the Chair of the University Research Ethics Review Panel at <a href='mailto:ethics@xjtlu.edu.cn'>ethics@xjtlu.edu.cn</a>. When contacting the University Research Ethics Review Panel administrators, please provide details of the name or description of the study (so that it can be identified), the researcher(s) involved, and the details of the complaint you wish to make.</p><p>&nbsp;</p></div>",,29758,0,html-button-response,
